,course_id,course_title,url,price,num_subscribers,num_reviews,num_lectures,level,rating,content_duration,published_timestamp,subject,Date,Free/Paid,clean_sorted,vid
0,41295,Learn HTML5 Programming From Scratch,https://www.udemy.com/learn-html5-programming-from-scratch/,0,268923,8629,45,Beginner Level,0.82,10.5,2013-02-14T07:03:41Z,Web Development,2013-02-14,Free,Learn HTML Programming Scratch,vid1
1,59014,Coding for Entrepreneurs Basic,https://www.udemy.com/coding-for-entrepreneurs-basic/,0,161029,279,27,Expert Level,0.69,3.5,2013-06-09T15:51:55Z,Web Development,2013-06-09,Free,Coding Entrepreneurs Basic,vid2
2,625204,The Web Developer Bootcamp,https://www.udemy.com/the-web-developer-bootcamp/,200,121584,27445,342,Beginner Level,0.89,43,2015-11-02T21:13:27Z,Web Development,2015-11-02,Paid,Web Developer Bootcamp,vid3
3,173548,Build Your First Website in 1 Week with HTML5 and CSS3,https://www.udemy.com/build-your-first-website-in-1-week/,0,120291,5924,30,All Levels,0.78,3,2014-04-08T16:21:30Z,Web Development,2014-04-08,Free,Build First Website  Week HTML CSS,vid4
4,764164,The Complete Web Developer Course 2.0,https://www.udemy.com/the-complete-web-developer-course-2/,200,114512,22412,304,Beginner Level,0.55,30.5,2016-03-08T22:28:36Z,Web Development,2016-03-08,Paid,Complete Web Developer Course ,vid1
5,19421,Free Beginner Electric Guitar Lessons,https://www.udemy.com/beginner-electric-guitar-lessons/,0,101154,1042,95,All Levels,0.88,4.5,2012-06-15T17:00:33Z,Musical Instruments,2012-06-15,Free,Free Beginner Electric Guitar Lessons,vid2
6,473160,Web Design for Web Developers: Build Beautiful Websites!,https://www.udemy.com/web-design-secrets/,0,98867,6512,20,All Levels,0.82,3,2015-04-13T18:29:47Z,Web Development,2015-04-13,Free,Web Design Web Developers Build Beautiful Websites,vid3
7,94430,Learn Javascript & JQuery From Scratch,https://www.udemy.com/learn-javascript-jquery-from-scratch/,30,84897,2685,10,All Levels,0.79,2,2013-10-10T15:19:29Z,Web Development,2013-10-10,Paid,Learn Javascript JQuery Scratch,vid4
8,130064,Practical PHP: Master the Basics and Code Dynamic Websites,https://www.udemy.com/code-dynamic-websites/,0,83737,4598,45,Intermediate Level,0.85,6.5,2014-07-19T03:02:05Z,Web Development,2014-07-19,Free,Practical PHP Master Basics Code Dynamic Websites,vid1
9,364426,JavaScript: Understanding the Weird Parts,https://www.udemy.com/understand-javascript/,175,79612,16976,85,All Levels,0.69,11.5,2015-03-12T23:19:54Z,Web Development,2015-03-12,Paid,JavaScript Understanding Weird Parts,vid2
10,238934,Pianoforall - Incredible New Way To Learn Piano & Keyboard,https://www.udemy.com/pianoforall-incredible-new-way-to-learn-piano-keyboard/,200,75499,7676,362,Beginner Level,0.96,30,2014-08-07T06:27:51Z,Musical Instruments,2014-08-07,Paid,Pianoforall Incredible New Way Learn Piano Keyboard,vid3
11,756150,Angular 4 (formerly Angular 2) - The Complete Guide,https://www.udemy.com/the-complete-guide-to-angular-2/,190,73783,19649,329,Beginner Level,0.9,22,2016-02-11T07:29:29Z,Web Development,2016-02-11,Paid,Angular  formerly Angular  Complete Guide,vid4
12,21386,Beginner Photoshop to HTML5 and CSS3,https://www.udemy.com/psd-html5-css3/,0,73110,1716,22,All Levels,0.94,2,2012-07-27T12:54:57Z,Web Development,2012-07-27,Free,Beginner Photoshop HTML CSS,vid1
13,65330,Web Development By Doing: HTML / CSS From Scratch,https://www.udemy.com/web-development-learn-by-doing-html5-css3-from-scratch-introductory/,0,72932,2575,21,All Levels,0.39,1,2013-09-25T00:42:09Z,Web Development,2013-09-25,Free,Web Development HTML CSS Scratch,vid2
14,405926,HTML and CSS for Beginners - Build a Website & Launch ONLINE,https://www.udemy.com/html-and-css-for-beginners-crash-course-learn-fast-easy/,0,70773,5660,50,All Levels,0.57,6,2015-03-19T19:07:12Z,Web Development,2015-03-19,Free,HTML CSS Beginners Build Website Launch ONLINE,vid3
15,11174,Become a Web Developer from Scratch,https://www.udemy.com/how-to-become-a-web-developer-from-scratch/,120,69186,2408,197,All Levels,0.61,27.5,2011-11-19T21:51:20Z,Web Development,2011-11-19,Paid,Become Web Developer Scratch,vid4
16,49798,Bitcoin or How I Learned to Stop Worrying and Love Crypto,https://www.udemy.com/bitcoin-or-how-i-learned-to-stop-worrying-and-love-crypto/,0,65576,936,24,All Levels,0.56,8,2013-04-20T02:25:22Z,Business Finance,2013-04-20,Free,Bitcoin Learned Stop Worrying Love Crypto,vid1
17,314462,Quickstart AngularJS,https://www.udemy.com/quickstart-angularjs/,0,64128,4047,17,Beginner Level,0.96,1.5,2014-11-22T12:42:22Z,Web Development,2014-11-22,Free,Quickstart AngularJS,vid2
18,128946,Learn Responsive Web Development from Scratch,https://www.udemy.com/learn-responsive-web-development-from-scratch/,0,59639,2692,24,All Levels,0.55,4.5,2013-12-09T12:16:40Z,Web Development,2013-12-09,Free,Learn Responsive Web Development Scratch,vid3
19,289230,Learn and Understand AngularJS,https://www.udemy.com/learn-angularjs/,175,59361,11580,55,Beginner Level,0.87,7,2014-09-24T00:57:25Z,Web Development,2014-09-24,Paid,Learn Understand AngularJS,vid4
20,461160,Learn and Understand NodeJS,https://www.udemy.com/understand-nodejs/,195,58208,11123,98,Beginner Level,0.73,13,2015-08-31T21:07:48Z,Web Development,2015-08-31,Paid,Learn Understand NodeJS,vid1
21,556248,The Complete HTML & CSS Course - From Novice To Professional,https://www.udemy.com/htmlwebsite/,195,57422,874,84,All Levels,0.82,7.5,2015-07-27T16:57:52Z,Web Development,2015-07-27,Paid,Complete HTML CSS Course Novice Professional,vid2
22,48841,Accounting in 60 Minutes - A Brief Introduction,https://www.udemy.com/accounting-in-60-minutes-a-brief-introduction/,0,56659,4397,16,Beginner Level,0.95,1.5,2013-04-07T21:39:25Z,Business Finance,2013-04-07,Free,Accounting  Minutes Brief Introduction,vid3
23,580466,Complete PHP Course With Bootstrap3 CMS System & Admin Panel,https://www.udemy.com/complete-php-course/,195,55332,1225,144,Intermediate Level,0.28,20,2015-09-22T18:14:08Z,Web Development,2015-09-22,Paid,Complete PHP Course Bootstrap CMS System Admin Panel,vid4
24,348116,Photoshop In-Depth: Master all of Photoshop's Tools Easily,https://www.udemy.com/photoshop-tools/,0,53851,1779,45,All Levels,0.69,4.5,2014-11-30T04:22:11Z,Graphic Design,2014-11-30,Free,Photoshop InDepth Master Photoshops Tools Easily,vid1
25,80940,Build Websites from Scratch with HTML & CSS,https://www.udemy.com/build-website-scratch/,145,51257,1955,77,All Levels,0.76,8,2013-09-25T15:59:09Z,Web Development,2013-09-25,Paid,Build Websites Scratch HTML CSS,vid2
26,133536,Stock Market Investing for Beginners,https://www.udemy.com/the-beginners-guide-to-the-stock-market/,0,50855,2698,15,All Levels,0.91,1.5,2013-12-25T19:53:34Z,Business Finance,2013-12-25,Free,Stock Market Investing Beginners,vid3
27,705264,Modern React with Redux,https://www.udemy.com/react-redux/,180,50815,15117,150,All Levels,0.62,26.5,2015-12-28T19:20:21Z,Web Development,2015-12-28,Paid,Modern React Redux,vid4
28,94432,Learn PHP Fundamentals From Scratch,https://www.udemy.com/learn-php-fundamentals-from-scratch/,0,48650,1236,9,All Levels,0,2,2013-10-16T08:12:40Z,Web Development,2013-10-16,Free,Learn PHP Fundamentals Scratch,vid1
29,19603,Learning Dynamic Website Design - PHP MySQL and JavaScript,https://www.udemy.com/learning-dynamic-website-design/,50,47886,285,125,All Levels,0.41,12.5,2012-06-18T16:52:34Z,Web Development,2012-06-18,Paid,Learning Dynamic Website Design PHP MySQL JavaScript,vid2
30,17349,Figure Drawing From Life Using The Reilly Technique.,https://www.udemy.com/figure-drawing-from-life-using-the-reilly-technique/,0,47811,1041,22,Beginner Level,0.11,2.5,2012-05-09T18:14:57Z,Graphic Design,2012-05-09,Free,Figure Drawing Life Using Reilly Technique,vid3
31,41884,Getting Started with Playing Guitar,https://www.udemy.com/getting-started-with-playing-guitar/,0,47652,1141,26,All Levels,0.68,4,2013-05-29T15:28:07Z,Musical Instruments,2013-05-29,Free,Getting Started Playing Guitar,vid4
32,707962,Javascript Essentials,https://www.udemy.com/javascript-essentials/,0,47062,5590,41,All Levels,0.18,8.5,2016-01-20T19:08:27Z,Web Development,2016-01-20,Free,Javascript Essentials,vid1
33,399938,Professional Logo Design in Adobe Illustrator,https://www.udemy.com/professional-logo-design-crash-course/,0,44044,1563,45,Beginner Level,0.89,7.5,2015-01-22T11:18:06Z,Graphic Design,2015-01-22,Free,Professional Logo Design Adobe Illustrator,vid2
34,437398,Build Responsive Real World Websites with HTML5 and CSS3,https://www.udemy.com/design-and-develop-a-killer-website-with-html5-and-css3/,195,43977,7106,77,All Levels,0.34,12,2015-03-24T22:06:26Z,Web Development,2015-03-24,Paid,Build Responsive Real World Websites HTML CSS,vid3
35,28295,Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,https://www.udemy.com/build-beautiful-html5-website/,75,43285,525,24,Beginner Level,0.31,4,2013-01-03T00:55:31Z,Web Development,2013-01-03,Paid,Learn Web Designing HTMLCSS Essentials Hours,vid4
36,708578,Bootstrap 4 Quick Start: Code Modern Responsive Websites,https://www.udemy.com/bootstrap-4/,0,41478,2104,13,All Levels,0.52,3,2015-12-30T21:28:31Z,Web Development,2015-12-30,Free,Bootstrap  Quick Start Code Modern Responsive Websites,vid1
37,719002,Angular 2 with TypeScript for Beginners: The Pragmatic Guide,https://www.udemy.com/angular-2-tutorial-for-beginners/,150,40070,8341,194,All Levels,0.74,9.5,2016-03-03T20:17:59Z,Web Development,2016-03-03,Paid,Angular  TypeScript Beginners Pragmatic Guide,vid2
38,674608,The Complete Web Developer Masterclass: Beginner To Advanced,https://www.udemy.com/webdevelopercourse/,195,37141,1813,316,Beginner Level,0.07,51,2016-05-18T00:16:26Z,Web Development,2016-05-18,Paid,Complete Web Developer Masterclass Beginner Advanced,vid3
39,772618,Learn Object Oriented PHP By Building a Complete Website,https://www.udemy.com/learn-object-oriented-php-by-building-a-complete-website/,0,36322,2618,32,All Levels,0.68,4.5,2016-03-01T17:38:10Z,Web Development,2016-03-01,Free,Learn Object Oriented PHP Building Complete Website,vid4
40,820194,Photoshop for Entrepreneurs - Design 11 Practical Projects,https://www.udemy.com/photoshop-for-entrepreneurs/,200,36288,737,63,All Levels,0.96,5,2016-06-09T01:57:03Z,Graphic Design,2016-06-09,Paid,Photoshop Entrepreneurs Design  Practical Projects,vid1
41,16646,Web Programming with Python,https://www.udemy.com/web-programming-with-python/,50,35267,217,53,Beginner Level,0.78,4,2012-04-25T00:01:43Z,Web Development,2012-04-25,Paid,Web Programming Python,vid2
42,446134,Ultimate Web Designer & Developer Course: Build 23 Projects!,https://www.udemy.com/web-developer-course/,200,33788,4434,246,Beginner Level,0.31,32.5,2015-08-20T20:55:19Z,Web Development,2015-08-20,Paid,Ultimate Web Designer Developer Course Build  Projects,vid3
43,519442,The Complete Ruby on Rails Developer Course,https://www.udemy.com/the-complete-ruby-on-rails-developer-course/,195,33677,3809,283,All Levels,0.77,31.5,2015-10-23T20:29:25Z,Web Development,2015-10-23,Paid,Complete Ruby Rails Developer Course,vid4
44,249126,Logo Design Essentials,https://www.udemy.com/logo-design/,20,33205,481,12,Beginner Level,0.88,0.7,2014-06-30T03:09:27Z,Graphic Design,2014-06-30,Paid,Logo Design Essentials,vid1
45,42271,Complete Guitar System - Beginner to Advanced,https://www.udemy.com/complete-guitar-system-beginner-to-advanced/,145,32935,2713,310,All Levels,0.65,34,2013-05-29T15:24:47Z,Musical Instruments,2013-05-29,Paid,Complete Guitar System Beginner Advanced,vid2
46,949282,Learn Angular 2 from Beginner to Advanced,https://www.udemy.com/learn-angular-2-from-beginner-to-advanced/,195,32696,526,67,Beginner Level,0.7,10,2016-10-07T00:25:59Z,Web Development,2016-10-07,Paid,Learn Angular  Beginner Advanced,vid3
47,294794,Create An HTML5 Video Player From Scratch,https://www.udemy.com/html5-video-player/,0,32260,1005,12,All Levels,0.94,1.5,2014-09-05T19:16:53Z,Web Development,2014-09-05,Free,Create HTML Video Player Scratch,vid4
48,695656,The Complete JavaScript Course For Web Development Beginners,https://www.udemy.com/javascriptcourse/,195,31499,450,46,Beginner Level,0.76,4,2015-12-29T17:20:32Z,Web Development,2015-12-29,Paid,Complete JavaScript Course Web Development Beginners,vid1
49,19332,The Original Complete Web Developer Course.,https://www.udemy.com/thecompletewebdeveloper/,20,31070,742,195,Beginner Level,0.07,18,2012-10-28T00:13:03Z,Web Development,2012-10-28,Paid,Original Complete Web Developer Course,vid2
50,511934,AngularJS For Beginners,https://www.udemy.com/angularjs-for-beginners-udemy/,0,30531,1948,53,All Levels,0.78,3,2015-06-30T20:28:22Z,Web Development,2015-06-30,Free,AngularJS Beginners,vid3
51,267560,Learn E-Commerce Website in PHP & MySQL From Scratch!,https://www.udemy.com/ecommerce-website-in-php-mysqli/,0,29990,1342,87,Beginner Level,0.95,17.5,2014-08-10T10:27:28Z,Web Development,2014-08-10,Free,Learn ECommerce Website PHP MySQL Scratch,vid4
52,866460,Angular 2+ with Typescript - Essential Training,https://www.udemy.com/angular-2-training/,195,29348,780,66,Beginner Level,0.31,3,2016-11-29T04:08:03Z,Web Development,2016-11-29,Paid,Angular  Typescript Essential Training,vid1
53,151668,Introduction to Financial Modeling,https://www.udemy.com/financial-modeling-asimplemodel/,0,29167,1463,8,All Levels,0.18,1.5,2014-05-27T16:22:16Z,Business Finance,2014-05-27,Free,Introduction Financial Modeling,vid2
54,405282,PHP for Beginners -Become a PHP Master - Project Included,https://www.udemy.com/php-for-complete-beginners-includes-msql-object-oriented/,200,28880,4316,286,Beginner Level,0.4,30.5,2015-02-14T00:54:08Z,Web Development,2015-02-14,Paid,PHP Beginners Become PHP Master Project Included,vid3
55,1025026,Javascript - From Beginner to Pro-Build real world JS apps,https://www.udemy.com/javascript-from-beginner-to-pro-best-course/,195,28694,688,77,All Levels,0.05,11.5,2016-12-11T21:16:42Z,Web Development,2016-12-11,Paid,Javascript Beginner ProBuild real world JS apps,vid4
56,607048,Essentials of JavaScript Practice Coding Exercises Tips,https://www.udemy.com/essentials-of-javascript-practice-coding-exercises-tips/,80,28125,115,21,Beginner Level,0.38,2,2015-09-25T22:30:00Z,Web Development,2015-09-25,Paid,Essentials JavaScript Practice Coding Exercises Tips,vid1
57,851712,The Complete JavaScript Course: Build a Real-World Project,https://www.udemy.com/the-complete-javascript-course/,195,27801,4340,113,Beginner Level,0.21,17.5,2016-10-14T22:52:23Z,Web Development,2016-10-14,Paid,Complete JavaScript Course Build RealWorld Project,vid2
58,159070,Introduction to Web Development: HTML,https://www.udemy.com/webdevelopment101_html/,20,26800,333,55,All Levels,0.32,3,2014-02-13T20:39:33Z,Web Development,2014-02-13,Paid,Introduction Web Development HTML,vid3
59,874012,The Ultimate Drawing Course - Beginner to Advanced,https://www.udemy.com/the-ultimate-drawing-course-beginner-to-advanced/,150,26742,2379,62,Beginner Level,0.24,11,2017-01-23T00:20:05Z,Graphic Design,2017-01-23,Paid,Ultimate Drawing Course Beginner Advanced,vid4
60,470288,EMMET Faster HTML & CSS workflow - Best Tool For Developers,https://www.udemy.com/emmet-start-coding-html-and-css-fast-and-easy/,0,26697,1097,20,Beginner Level,0.15,1,2015-04-09T16:36:06Z,Web Development,2015-04-09,Free,EMMET Faster HTML CSS workflow Best Tool Developers,vid1
61,11475,Become a Certified Web Developer,https://www.udemy.com/become-a-certified-web-developer/,100,26673,1090,185,All Levels,0.22,12,2011-12-20T15:29:25Z,Web Development,2011-12-20,Paid,Become Certified Web Developer,vid2
62,429364,Master the Basics of HTML5 & CSS3: Beginner Web Development,https://www.udemy.com/master-the-basics-of-html5-css3-beginner-web-development/,0,26541,750,38,All Levels,0.15,3,2015-05-21T22:47:47Z,Web Development,2015-05-21,Free,Master Basics HTML CSS Beginner Web Development,vid3
63,26956,Learn Guitar in 21 Days,https://www.udemy.com/learn-guitar-in-21-days/,20,26504,192,82,All Levels,0.41,2.5,2012-10-21T20:36:50Z,Musical Instruments,2012-10-21,Paid,Learn Guitar  Days,vid4
64,24334,CSS Development (with CSS3!),https://www.udemy.com/css-development-with-css3/,20,25864,188,32,All Levels,0.78,5,2012-10-31T16:39:49Z,Web Development,2012-10-31,Paid,CSS Development CSS,vid1
65,15285,HTML Workshop,https://www.udemy.com/html-workshop/,20,25854,306,17,All Levels,0.28,2,2012-04-08T05:12:43Z,Web Development,2012-04-08,Paid,HTML Workshop,vid2
66,653846,Master the MEAN Stack - Learn By Example,https://www.udemy.com/master-the-mean-stack/,195,25799,382,42,Intermediate Level,0.21,4.5,2016-01-03T23:24:04Z,Web Development,2016-01-03,Paid,Master MEAN Stack Learn Example,vid3
67,385462,Logo Designing for Your Business in an Hour,https://www.udemy.com/logo-designing-side-business/,20,25277,311,16,Beginner Level,0.38,1,2015-01-05T10:43:48Z,Graphic Design,2015-01-05,Paid,Logo Designing Business Hour,vid4
68,642410,The Complete Bootstrap Masterclass Course - Build 4 Projects,https://www.udemy.com/bootstrapcourse/,195,24978,540,67,All Levels,0.89,7,2015-10-27T20:27:11Z,Web Development,2015-10-27,Paid,Complete Bootstrap Masterclass Course Build  Projects,vid1
69,629142,The Ultimate Web Developer How To Guide,https://www.udemy.com/learn-web-development-complete-step-by-step-guide-to-success/,200,24861,423,281,Beginner Level,0.85,22.5,2015-11-26T04:31:11Z,Web Development,2015-11-26,Paid,Ultimate Web Developer Guide,vid2
70,178044,How To Make Graphics For A Website,https://www.udemy.com/how-to-make-graphics-for-a-website/,200,24857,35,11,All Levels,0.89,1.5,2014-03-15T21:53:19Z,Graphic Design,2014-03-15,Paid,Make Graphics Website,vid3
71,22445,Learn to Design a Letterhead - A Beginners Course,https://www.udemy.com/learn-to-design-a-letterhead/,0,24687,423,13,All Levels,0.11,0.7333333333,2012-10-10T23:34:55Z,Graphic Design,2012-10-10,Free,Learn Design Letterhead Beginners Course,vid4
72,369662,Running a Web Development Business: The Complete Guide,https://www.udemy.com/the-complete-guide-to-running-a-web-development-business/,150,24575,525,98,All Levels,0.12,19.5,2015-08-26T19:25:06Z,Web Development,2015-08-26,Paid,Running Web Development Business Complete Guide,vid1
73,648826,The Complete Financial Analyst Course 2017,https://www.udemy.com/the-complete-financial-analyst-course/,195,24481,2347,174,All Levels,0.37,10,2016-01-21T01:38:48Z,Business Finance,2016-01-21,Paid,Complete Financial Analyst Course ,vid2
74,505208,Programming Foundations: HTML5 + CSS3 for Entrepreneurs 2015,https://www.udemy.com/html-css-more/,20,23764,490,58,Beginner Level,0.14,5.5,2015-10-17T04:52:25Z,Web Development,2015-10-17,Paid,Programming Foundations HTML CSS Entrepreneurs ,vid3
75,60792,Learn to Use jQuery UI Widgets,https://www.udemy.com/learn-to-use-jquery-ui-widgets/,0,23669,521,9,Beginner Level,0.96,1,2013-06-23T02:38:19Z,Web Development,2013-06-23,Free,Learn Use jQuery UI Widgets,vid4
76,882488,WordPress Development For Beginners,https://www.udemy.com/wordpress-basic/,95,23572,210,20,All Levels,0.71,2,2016-06-20T18:46:15Z,Web Development,2016-06-20,Paid,WordPress Development Beginners,vid1
77,47963,"Coding for Entrepreneurs: Learn Python, Django, and More.",https://www.udemy.com/coding-for-entrepreneurs/,195,23412,799,251,All Levels,0.07,45,2013-04-08T00:46:14Z,Web Development,2013-04-08,Paid,Coding Entrepreneurs Learn Python Django,vid2
78,660876,Graphic Design - An Overview of the Field,https://www.udemy.com/graphic-design-secrets/,0,23229,2215,12,All Levels,0.53,1,2015-11-09T19:10:57Z,Graphic Design,2015-11-09,Free,Graphic Design Overview Field,vid3
79,63612,1 Hour JavaScript,https://www.udemy.com/1-hour-javascript/,200,22999,602,18,All Levels,0.24,1,2013-07-04T15:27:02Z,Web Development,2013-07-04,Paid, Hour JavaScript,vid4
80,787236,"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap",https://www.udemy.com/build-responsive-website-using-html5-css3-js-and-bootstrap/,95,22623,783,73,All Levels,0.81,8,2016-06-20T18:48:26Z,Web Development,2016-06-20,Paid,Build Responsive Website Using HTML CSS JS Bootstrap,vid1
81,534376,Get Results - Core Principles of Web Development Tricks Tips,https://www.udemy.com/web-development-foundations-base-for-your-coding-environment/,75,22355,54,26,Beginner Level,0.04,1.5,2015-06-23T20:39:16Z,Web Development,2015-06-23,Paid,Get Results Core Principles Web Development Tricks Tips,vid2
82,97338,Forex Basics,https://www.udemy.com/forex-basics/,0,22344,712,26,All Levels,0.89,3.5,2013-10-16T17:40:23Z,Business Finance,2013-10-16,Free,Forex Basics,vid3
83,321410,Beginner to Pro in Excel: Financial Modeling and Valuation,https://www.udemy.com/beginner-to-pro-in-excel-financial-modeling-and-valuation/,195,22257,2697,138,Intermediate Level,0.13,7.5,2014-11-25T23:00:40Z,Business Finance,2014-11-25,Paid,Beginner Pro Excel Financial Modeling Valuation,vid4
84,579338,Learn Object Oriented Programming PHP fundamentals bootcamp,https://www.udemy.com/learn-object-oriented-programming-php-fundamentals-bootcamp/,100,22213,142,16,All Levels,0.78,1,2015-08-11T18:52:58Z,Web Development,2015-08-11,Paid,Learn Object Oriented Programming PHP fundamentals bootcamp,vid1
85,781532,Advanced React and Redux,https://www.udemy.com/react-redux-tutorial/,140,21998,3326,119,All Levels,0.8,12,2016-03-12T22:13:46Z,Web Development,2016-03-12,Paid,Advanced React Redux,vid2
86,99826,Become A Web Developer And Seller - Build Websites With HTML,https://www.udemy.com/the-ultimate-building-and-selling-websites-course/,200,21730,61,35,All Levels,0.36,2.5,2013-10-05T12:49:46Z,Web Development,2013-10-05,Paid,Become Web Developer Seller Build Websites HTML,vid3
87,456284,The Professional Guitar Masterclass,https://www.udemy.com/the-professional-guitar-masterclass/,200,21701,1340,136,All Levels,0.3,9.5,2015-04-28T17:27:26Z,Musical Instruments,2015-04-28,Paid,Professional Guitar Masterclass,vid4
88,808622,AngularJS Authentication: Secure Your App with Auth0,https://www.udemy.com/angularjs-authentication-with-auth0/,0,21689,1080,13,Beginner Level,0.86,1,2016-04-01T05:51:48Z,Web Development,2016-04-01,Free,AngularJS Authentication Secure App Auth,vid1
89,756914,MongooseJS Essentials - Learn MongoDB for Node.js,https://www.udemy.com/mongoosejs-essentials/,0,21682,1106,8,Beginner Level,0.01,0.7333333333,2016-03-12T16:04:28Z,Web Development,2016-03-12,Free,MongooseJS Essentials Learn MongoDB Nodejs,vid2
90,30243,Mastering HTML5 Programming - The Easier Way,https://www.udemy.com/html5-programming-tutorials/,75,21653,138,35,All Levels,0.55,7,2013-01-07T11:44:35Z,Web Development,2013-01-07,Paid,Mastering HTML Programming Easier Way,vid3
91,701634,ExpressJS Fundamentals,https://www.udemy.com/expressjs-fundamentals/,0,21245,914,9,All Levels,0.19,1,2016-01-11T18:53:48Z,Web Development,2016-01-11,Free,ExpressJS Fundamentals,vid4
92,357726,Spring Framework 4 And Dependency Injection For Beginners,https://www.udemy.com/spring-framework-video-tutorial/,0,21147,1220,16,Beginner Level,0.74,1.5,2015-01-16T07:45:28Z,Web Development,2015-01-16,Free,Spring Framework  Dependency Injection Beginners,vid1
93,197828,Learn to Setup Websites from Scratch,https://www.udemy.com/learn-to-setup-websites-from-scratch/,0,21087,154,24,Intermediate Level,0.14,3.5,2014-04-14T11:59:11Z,Web Development,2014-04-14,Free,Learn Setup Websites Scratch,vid2
94,382786,Sass Workflow,https://www.udemy.com/sass-workflow/,0,20890,945,21,Beginner Level,0.22,3,2015-02-06T15:54:23Z,Web Development,2015-02-06,Free,Sass Workflow,vid3
95,806922,The Complete ASP.NET MVC 5 Course,https://www.udemy.com/the-complete-aspnet-mvc-5-course/,190,20652,6357,138,Beginner Level,0.63,7.5,2016-05-16T17:04:54Z,Web Development,2016-05-16,Paid,Complete ASPNET MVC  Course,vid4
96,301442,Black Algo Trading: Build Your Trading Robot,https://www.udemy.com/build-your-trading-robot/,200,20195,1113,227,All Levels,0.21,16,2014-10-27T22:01:36Z,Business Finance,2014-10-27,Paid,Black Algo Trading Build Trading Robot,vid1
97,766592,HTML Complete Course - Beginner to Expert,https://www.udemy.com/the-complete-html-developer-course/,0,20073,615,28,Intermediate Level,0.03,1.5,2016-02-29T00:15:42Z,Web Development,2016-02-29,Free,HTML Complete Course Beginner Expert,vid2
98,162274,Joomla 3 - The Basics,https://www.udemy.com/joomla-3-the-basics/,0,19909,411,17,All Levels,0.46,3,2014-02-12T01:54:02Z,Web Development,2014-02-12,Free,Joomla  Basics,vid3
99,189160,Financial Analysis: A Recipe for Success,https://www.udemy.com/financial-analysis-a-recipe-for-success/,0,19614,635,14,All Levels,0.3,1.5,2014-04-23T15:10:52Z,Business Finance,2014-04-23,Free,Financial Analysis Recipe Success,vid4
100,191854,Stock Market Foundations,https://www.udemy.com/how-to-invest-in-the-stock-market-beginners/,0,19339,794,9,All Levels,0.89,2,2014-03-31T21:35:06Z,Business Finance,2014-03-31,Free,Stock Market Foundations,vid1
101,714724,Docker Technologies for DevOps and Developers,https://www.udemy.com/docker-tutorial-for-devops-run-docker-containers/,30,19210,3137,44,All Levels,0.57,3,2016-08-29T19:02:30Z,Web Development,2016-08-29,Paid,Docker Technologies DevOps Developers,vid2
102,231176,Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month,https://www.udemy.com/learn-to-build-beautiful-html5-and-css3-websites-in-1-month/,50,18818,407,80,Beginner Level,0.89,11,2014-06-03T08:48:34Z,Web Development,2014-06-03,Paid,Learn Build Beautiful HTML CSS Websites  Month,vid3
103,445534,Learn AngularJS Step By Step,https://www.udemy.com/maruti-angularjs/,20,18777,1112,21,Beginner Level,0.88,1.5,2015-07-07T00:08:10Z,Web Development,2015-07-07,Paid,Learn AngularJS Step Step,vid4
104,297390,Joomla: Create a Joomla Website This Weekend With NO CODING!,https://www.udemy.com/joomla-create-a-joomla-website-this-weekend-with-no-coding/,0,18496,386,30,All Levels,0.34,2,2014-10-06T20:19:00Z,Web Development,2014-10-06,Free,Joomla Create Joomla Website Weekend CODING,vid1
105,64605,1 Hour CSS,https://www.udemy.com/1-hour-css/,100,18324,333,16,All Levels,0.66,1,2013-07-09T20:27:14Z,Web Development,2013-07-09,Paid, Hour CSS,vid2
106,897238,Canva Graphics Design for Entrepreneurs - Design 11 Projects,https://www.udemy.com/canva-graphic-design-course/,200,18303,202,54,All Levels,0.81,3.5,2016-07-23T00:41:07Z,Graphic Design,2016-07-23,Paid,Canva Graphics Design Entrepreneurs Design  Projects,vid3
107,79154,Back to School Web Development and Programming Bundle,https://www.udemy.com/back-to-school-web-development-and-programming-bundle/,200,18170,117,779,All Levels,0.4,44.5,2013-08-19T14:53:00Z,Web Development,2013-08-19,Paid,Back School Web Development Programming Bundle,vid4
108,99986,Introduction to Web Development,https://www.udemy.com/introduction-to-web-development/,20,18143,159,15,All Levels,0.67,2,2013-10-04T13:40:59Z,Web Development,2013-10-04,Paid,Introduction Web Development,vid1
109,582636,Bootstrap unleash the power faster & easier web development,https://www.udemy.com/bootstrap-3-responsive-design-tutorial-fundamentals/,150,18101,88,68,All Levels,0.74,5.5,2015-08-14T22:44:39Z,Web Development,2015-08-14,Paid,Bootstrap unleash power faster easier web development,vid2
110,652438,The Complete PHP CodeIgniter Course: Beginner To Advanced,https://www.udemy.com/codeignitercourse/,195,17895,212,30,Beginner Level,0.59,4,2015-12-29T20:19:39Z,Web Development,2015-12-29,Paid,Complete PHP CodeIgniter Course Beginner Advanced,vid3
111,754028,Financial Accounting - A Brief Introduction,https://www.udemy.com/accounting-in-less-then-one-hour/,0,17847,1440,17,Intermediate Level,0.34,1,2016-02-24T14:53:28Z,Business Finance,2016-02-24,Free,Financial Accounting Brief Introduction,vid4
