,course_id,course_title,url,price,num_subscribers,num_reviews,num_lectures,level,rating,content_duration,published_timestamp,subject,Date,Free/Paid,clean_sorted,vid
235,729552,JavaScript for Beginners Welcome to learning JavaScript,https://www.udemy.com/javascript-for-beginners-course/,50,10864,63,26,Beginner Level,0.84,2,2016-02-01T19:34:26Z,Web Development,2016-02-01,Paid,JavaScript Beginners Welcome learning JavaScript,vid3
236,708674,Master WordPress Plugins: Shortcodes Ultimate - The Basics,https://www.udemy.com/master-popular-wordpress-plugin-shortcodes-ultimate/,0,10780,110,19,All Levels,0.66,1,2016-01-14T18:03:09Z,Web Development,2016-01-14,Free,Master WordPress Plugins Shortcodes Ultimate Basics,vid4
237,149042,JavaScript for Absolute Beginners,https://www.udemy.com/javascript-for-absolute-beginners/,20,10689,394,17,All Levels,0.32,2,2014-01-21T03:56:12Z,Web Development,2014-01-21,Paid,JavaScript Absolute Beginners,vid1
238,1017116,Get to know HTML Learn HTML Basics,https://www.udemy.com/html-online-course/,200,10674,102,26,Beginner Level,0.11,2,2016-11-22T15:09:59Z,Web Development,2016-11-22,Paid,Get know HTML Learn HTML Basics,vid2
239,774174,Bitcoin For Beginners: Your Quick Start Guide To Bitcoin,https://www.udemy.com/bitcoin-podcast/,0,10670,444,15,All Levels,0.81,1,2016-03-03T21:03:33Z,Business Finance,2016-03-03,Free,Bitcoin Beginners Quick Start Guide Bitcoin,vid3
240,158934,Code a personal splash page in 1 hour,https://www.udemy.com/intro-to-html-and-css/,20,10610,83,10,All Levels,0.21,1,2014-02-12T21:27:40Z,Web Development,2014-02-12,Paid,Code personal splash page  hour,vid4
241,266252,Projects in PHP and MySQL,https://www.udemy.com/the-complete-web-development-course-learn-by-building-apps/,60,10606,570,88,Beginner Level,0.76,23,2014-07-25T11:11:41Z,Web Development,2014-07-25,Paid,Projects PHP MySQL,vid1
242,325834,Learn to Trade for Profit: Find and Trade Winning Stocks,https://www.udemy.com/trading-stocks-successfully-introduction-to-stock-trading/,95,10605,71,77,All Levels,0.81,3,2014-10-24T18:13:49Z,Business Finance,2014-10-24,Paid,Learn Trade Profit Find Trade Winning Stocks,vid2
243,260470,Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!,https://www.udemy.com/backtesting/,200,10603,872,42,All Levels,0.81,5.5,2014-10-12T21:19:11Z,Business Finance,2014-10-12,Paid,Forex Robots Expect Earn  PA Forex Robot Included,vid3
244,609992,HTML CSS: Essential steps to learn HTML CSS,https://www.udemy.com/html-and-css-basics/,145,10576,154,23,Beginner Level,0.75,2.5,2015-11-11T22:43:15Z,Web Development,2015-11-11,Paid,HTML CSS Essential steps learn HTML CSS,vid4
245,205810,Beginners Binary Options Course,https://www.udemy.com/beginners-binary-options-trading-course/,0,10540,799,14,All Levels,0.81,1.5,2014-04-27T06:58:27Z,Business Finance,2014-04-27,Free,Beginners Binary Options Course,vid1
246,559512,The Complete HTML5 & CSS3 Course Build Professional Websites,https://www.udemy.com/html5css3/,195,10518,129,57,All Levels,0.93,4.5,2015-08-11T21:47:20Z,Web Development,2015-08-11,Paid,Complete HTML CSS Course Build Professional Websites,vid2
247,953152,The Complete Piano & Music Theory Beginners Course,https://www.udemy.com/piano-lessons-music-theory-beginners-course/,50,10435,665,23,Expert Level,0.12,1.5,2016-09-15T22:49:21Z,Musical Instruments,2016-09-15,Paid,Complete Piano Music Theory Beginners Course,vid3
248,587902,Core HTML How to get online quickly HTML to HTML5,https://www.udemy.com/web-development-introduction-html-html5-course/,90,10394,33,34,Beginner Level,0.88,3.5,2015-08-21T18:53:23Z,Web Development,2015-08-21,Paid,Core HTML get online quickly HTML HTML,vid4
249,109622,Finance - Ratios Analysis & Interpretations,https://www.udemy.com/financial-ratios/,30,10338,52,41,Beginner Level,0.81,2.5,2013-10-23T18:34:25Z,Business Finance,2013-10-23,Paid,Finance Ratios Analysis Interpretations,vid1
250,176432,HTML5 Essentials for Beginners,https://www.udemy.com/html5-essentials-for-beginners/,20,10247,200,15,Beginner Level,0.24,1.5,2014-03-14T21:46:36Z,Web Development,2014-03-14,Paid,HTML Essentials Beginners,vid2
251,763774,JavaScript Game Development: Create Your Own Breakout Game,https://www.udemy.com/javascript-game-development-create-your-own-breakout-game/,0,10179,314,21,All Levels,0.15,1.5,2016-09-26T23:44:51Z,Web Development,2016-09-26,Free,JavaScript Game Development Create Breakout Game,vid3
252,582392,JavaScript Basics Web Development Building Blocks,https://www.udemy.com/javascript-basics-web-development-building-blocks/,95,10179,68,17,Beginner Level,0.81,1.5,2015-08-14T00:27:33Z,Web Development,2015-08-14,Paid,JavaScript Basics Web Development Building Blocks,vid4
253,481002,Learn Nodejs by building 12 projects,https://www.udemy.com/learn-nodejs-by-building-10-projects/,50,10150,997,90,Beginner Level,0.5,16,2015-04-22T00:22:43Z,Web Development,2015-04-22,Paid,Learn Nodejs building  projects,vid1
254,506568,Create A Business From Home Trading Stocks Today In 2017,https://www.udemy.com/work-from-home-buying-penny-stocks/,75,10149,83,16,All Levels,0.81,2,2015-05-26T17:25:46Z,Business Finance,2015-05-26,Paid,Create Business Home Trading Stocks Today ,vid2
255,155640,Building a Search Engine in PHP & MySQL,https://www.udemy.com/creating-a-search-engine-in-php/,0,10110,379,12,All Levels,0.66,2.5,2014-02-03T18:07:52Z,Web Development,2014-02-03,Free,Building Search Engine PHP MySQL,vid3
256,752658,PHP: Ultimate guide to PHP for everyone,https://www.udemy.com/basic-php/,115,10103,75,20,All Levels,0.93,1.5,2016-05-29T17:49:28Z,Web Development,2016-05-29,Paid,PHP Ultimate guide PHP everyone,vid4
257,43319,Options Trading Basics (3-Course Bundle),https://www.udemy.com/learn-options-trading-courses/,180,10100,985,45,All Levels,0.81,11,2013-02-25T11:36:06Z,Business Finance,2013-02-25,Paid,Options Trading Basics Course Bundle,vid1
258,640100,Accounting & Financial Statement Analysis: Complete Training,https://www.udemy.com/accounting-fsa-a-solid-foundation-for-a-career-in-finance/,150,10042,594,43,Beginner Level,0.81,3,2015-10-22T00:03:48Z,Business Finance,2015-10-22,Paid,Accounting Financial Statement Analysis Complete Training,vid2
259,922600,CSS Web Development Crash Course,https://www.udemy.com/css-course/,20,10008,53,26,All Levels,0.53,2.5,2016-12-01T17:33:48Z,Web Development,2016-12-01,Paid,CSS Web Development Crash Course,vid3
260,114518,Improve Your Financial Literacy,https://www.udemy.com/improve-your-financial-literacy-in-less-than-three-hours/,0,9995,96,10,All Levels,0.81,2,2014-02-10T03:50:00Z,Business Finance,2014-02-10,Free,Improve Financial Literacy,vid4
261,1093734,HTML5 and CSS3 for beginners: Create a Website from Scratch,https://www.udemy.com/html5-and-css3-for-beginners-create-a-website-from-scratch/,200,9945,101,43,Intermediate Level,0.76,2,2017-02-17T22:15:48Z,Web Development,2017-02-17,Paid,HTML CSS beginners Create Website Scratch,vid1
262,30240,The Ultimate Web Development Course,https://www.udemy.com/build-an-instant-update-database-interface-with-jquery-ajax/,50,9881,329,136,Intermediate Level,0.28,12,2013-08-25T16:16:52Z,Web Development,2013-08-25,Paid,Ultimate Web Development Course,vid2
263,364986,Apple Watch Design,https://www.udemy.com/apple-watch-design/,20,9847,24,35,All Levels,0.94,4,2014-12-29T04:59:24Z,Graphic Design,2014-12-29,Paid,Apple Watch Design,vid3
264,212376,Getting Started as a Web Developer,https://www.udemy.com/refactoru-getting-started-as-a-web-developer/,0,9833,241,15,Expert Level,0.64,1,2014-08-16T22:20:47Z,Web Development,2014-08-16,Free,Getting Started Web Developer,vid4
265,978852,Beginning Web development Learn the basics of HTML,https://www.udemy.com/learn-the-basics-of-html-in-less-than-a-week/,95,9832,71,59,All Levels,0.34,2,2017-01-06T15:14:59Z,Web Development,2017-01-06,Paid,Beginning Web development Learn basics HTML,vid1
266,1017568,The Complete PHP Bootcamp Course With Video Sharing Project,https://www.udemy.com/php-bootcamp/,195,9831,56,74,Intermediate Level,1,14.5,2017-03-21T23:50:38Z,Web Development,2017-03-21,Paid,Complete PHP Bootcamp Course Video Sharing Project,vid2
267,465870,Beginning Oracle WebLogic for Administrators,https://www.udemy.com/learn-oracle-weblogic-12c-essentials/,0,9786,989,7,Beginner Level,0.14,0.7,2015-04-15T18:28:50Z,Web Development,2015-04-15,Free,Beginning Oracle WebLogic Administrators,vid3
268,991290,Dynamic JavaScript Master Class AJAX JSON Simple APIs,https://www.udemy.com/ajax-course/,200,9773,117,65,Beginner Level,0.47,4.5,2016-10-24T15:36:40Z,Web Development,2016-10-24,Paid,Dynamic JavaScript Master Class AJAX JSON Simple APIs,vid4
269,992114,"Build A Complete CRUD Application With PHP, MYSQL & JQUERY",https://www.udemy.com/build-a-complete-crud-application-with-php-mysql-jquery/,20,9762,94,112,Intermediate Level,0.13,13.5,2016-11-01T15:30:36Z,Web Development,2016-11-01,Paid,Build Complete CRUD Application PHP MYSQL JQUERY,vid1
270,482834,HTML5 for beginners,https://www.udemy.com/html-complete-html-course-for-beginners/,195,9687,59,59,Beginner Level,0.32,5,2015-04-24T18:04:21Z,Web Development,2015-04-24,Paid,HTML beginners,vid2
271,669270,JQuery Essentials core training for Dynamic Interactive web,https://www.udemy.com/jquery-essentials-core-training-for-dynamic-interactive-web/,100,9668,38,52,All Levels,0.58,4,2015-11-20T17:22:00Z,Web Development,2015-11-20,Paid,JQuery Essentials core training Dynamic Interactive web,vid3
272,991630,Try Django 1.10 | Create a URL Shortening Service,https://www.udemy.com/try-django-1-10/,50,9607,78,40,All Levels,0.17,5.5,2016-10-24T18:14:43Z,Web Development,2016-10-24,Paid,Try Django  Create URL Shortening Service,vid4
273,629088,Code your first Website using HTML & CSS: Project Learning,https://www.udemy.com/code-your-first-website-using-html-css-project-learning/,20,9554,368,16,Intermediate Level,0.8,1.5,2015-10-28T18:16:52Z,Web Development,2015-10-28,Paid,Code first Website using HTML CSS Project Learning,vid1
274,706942,Forex Trading For Beginners,https://www.udemy.com/forex-trading-for-beginners-q/,0,9483,183,22,All Levels,0.81,2,2016-01-14T02:46:59Z,Business Finance,2016-01-14,Free,Forex Trading Beginners,vid2
275,693812,Master App Icon Design for iPhone (IOS) & Android Devices,https://www.udemy.com/how-to-design-ios-app-icons/,25,9464,329,43,All Levels,0.18,2,2015-12-21T18:57:07Z,Graphic Design,2015-12-21,Paid,Master App Icon Design iPhone IOS Android Devices,vid3
276,165964,Stock Trading Ninja: Complete System For Trading Success,https://www.udemy.com/stock-trading-ninja-learn-how-to-make-money-trading-stocks/,155,9445,497,38,Beginner Level,0.81,4.5,2014-02-19T19:04:28Z,Business Finance,2014-02-19,Paid,Stock Trading Ninja Complete System Trading Success,vid4
277,920306,Web Site for Beginners - Learn Web Building like knitting,https://www.udemy.com/web-design-for-grandmothers-with-html/,20,9425,147,14,All Levels,0.67,1.5,2016-08-10T00:40:59Z,Web Development,2016-08-10,Paid,Web Site Beginners Learn Web Building like knitting,vid1
278,575880,The Complete Wordpress Course - Build Your Own Website Today,https://www.udemy.com/wordpresscourse/,195,9421,73,36,Beginner Level,0.34,3.5,2015-08-25T00:03:06Z,Web Development,2015-08-25,Paid,Complete Wordpress Course Build Website Today,vid2
279,647442,Successful website creation - everything you need to know,https://www.udemy.com/total-guide-to-creating-websites-and-an-online-web-business/,150,9384,21,16,All Levels,0.76,1.5,2015-10-22T22:54:30Z,Web Development,2015-10-22,Paid,Successful website creation everything need know,vid3
280,316704,Introductory JavaScript Made Easy Training Tutorial,https://www.udemy.com/introductory-javascript-made-easy-training-tutorial/,20,9381,138,131,Beginner Level,0.8,11,2014-10-15T15:23:00Z,Web Development,2014-10-15,Paid,Introductory JavaScript Made Easy Training Tutorial,vid4
281,134144,Ruby on Rails: Training and Skills to Build Web Applications,https://www.udemy.com/the-startups-guide-to-web-development-with-ruby-on-rails/,95,9375,219,43,Intermediate Level,0.38,7,2014-01-10T18:41:55Z,Web Development,2014-01-10,Paid,Ruby Rails Training Skills Build Web Applications,vid1
282,1145736,Create Professional Looking Infographics With No Experience,https://www.udemy.com/create-professional-looking-infographics/,180,9367,104,21,All Levels,0.11,2,2017-03-21T19:00:13Z,Graphic Design,2017-03-21,Paid,Create Professional Looking Infographics Experience,vid2
283,336938,Learn How To Build a Web Application Without Coding,https://www.udemy.com/learn-how-to-build-a-web-application-without-coding/,0,9364,311,10,All Levels,0.28,0.5333333333,2015-03-04T21:44:18Z,Web Development,2015-03-04,Free,Learn Build Web Application Without Coding,vid3
284,924704,Ultimate Web Developer Course Build 10 Websites from Scratch,https://www.udemy.com/ultimate-web-developer-course-build-10-websites-from-scratch/,200,9359,110,402,Intermediate Level,0.07,32.5,2016-10-10T15:09:14Z,Web Development,2016-10-10,Paid,Ultimate Web Developer Course Build  Websites Scratch,vid4
285,260756,The Essential Web Developer Course - Build 12 Websites,https://www.udemy.com/the-essential-web-developer-course/,200,9355,390,177,All Levels,0.94,16.5,2015-11-02T17:41:42Z,Web Development,2015-11-02,Paid,Essential Web Developer Course Build  Websites,vid1
286,1191750,"Jazz Guitar Tips, Tricks and Licks",https://www.udemy.com/jazz-guitar-tips-tricks-and-licks/,0,9351,331,21,Intermediate Level,0.18,2,2017-05-01T02:32:12Z,Musical Instruments,2017-05-01,Free,Jazz Guitar Tips Tricks Licks,vid2
287,704732,Learn and Earn with HTML & CSS,https://www.udemy.com/learn-and-earn-with-html-css/,20,9349,206,69,Intermediate Level,0.81,4,2016-03-11T20:11:22Z,Web Development,2016-03-11,Paid,Learn Earn HTML CSS,vid3
288,673420,HTML CSS JavaScript: Most popular ways to code HTML CSS JS,https://www.udemy.com/html-css-javascript/,170,9332,172,33,All Levels,0.04,3.5,2015-11-18T22:45:19Z,Web Development,2015-11-18,Paid,HTML CSS JavaScript popular ways code HTML CSS JS,vid4
289,192870,Trading Penny Stocks: A Guide for All Levels In 2017,https://www.udemy.com/trading-penny-stocks-a-guide-for-all-levels/,150,9221,138,25,All Levels,0.81,3,2014-05-02T15:13:30Z,Business Finance,2014-05-02,Paid,Trading Penny Stocks Guide Levels ,vid1
290,645202,The Total Beginner's Guitar Course,https://www.udemy.com/total-beginner-guitar-lessons/,0,9193,357,17,Intermediate Level,0.18,1.5,2016-03-24T15:04:30Z,Musical Instruments,2016-03-24,Free,Total Beginners Guitar Course,vid2
291,947098,Understanding TypeScript,https://www.udemy.com/understanding-typescript/,110,9132,1560,137,All Levels,0.18,7,2016-09-12T17:33:38Z,Web Development,2016-09-12,Paid,Understanding TypeScript,vid3
292,295843,Introduction to Laravel 4,https://www.udemy.com/introduction-to-laravel-4/,0,9110,411,22,All Levels,0.73,2.5,2014-09-12T22:52:21Z,Web Development,2014-09-12,Free,Introduction Laravel ,vid4
293,318638,Projects In JavaScript & JQuery,https://www.udemy.com/projects-in-javascript-jquery/,60,9109,620,50,All Levels,0.28,9,2014-10-16T09:56:39Z,Web Development,2014-10-16,Paid,Projects JavaScript JQuery,vid1
294,246154,Web Design for Beginners: Real World Coding in HTML & CSS,https://www.udemy.com/web-design-for-beginners-real-world-coding-in-html-css/,100,9103,1724,58,Beginner Level,0.23,9,2014-09-22T23:58:31Z,Web Development,2014-09-22,Paid,Web Design Beginners Real World Coding HTML CSS,vid2
295,1073793,Start Writing JavaScript Today - Beginner JavaScript Course,https://www.udemy.com/start-writing-javascript-today/,100,9067,41,27,All Levels,0.89,3,2017-03-08T22:34:43Z,Web Development,2017-03-08,Paid,Start Writing JavaScript Today Beginner JavaScript Course,vid3
296,752432,How to Create a Website Without Coding - WordPress 2016,https://www.udemy.com/how-to-create-a-website-wordpress-2016/,195,9056,96,31,All Levels,0.92,1.5,2016-02-04T22:22:22Z,Web Development,2016-02-04,Paid,Create Website Without Coding WordPress ,vid4
297,566910,How to Launch Your Own Website Builder Service,https://www.udemy.com/how-to-launch-your-own-website-builder-service/,20,9028,87,12,All Levels,0.78,1.5,2015-07-28T20:20:59Z,Web Development,2015-07-28,Paid,Launch Website Builder Service,vid1
298,252396,How to Pick The Right Penny Stocks To Invest In 2017,https://www.udemy.com/how-to-make-5000month-trading-penny-stocks/,150,9015,65,23,All Levels,0.81,2.5,2014-07-01T20:04:27Z,Business Finance,2014-07-01,Paid,Pick Right Penny Stocks Invest ,vid2
299,418732,Hedge Fund Trading System,https://www.udemy.com/hedge-fund-trading-system/,0,8985,584,12,Expert Level,0.81,1,2015-03-06T01:11:18Z,Business Finance,2015-03-06,Free,Hedge Fund Trading System,vid3
300,778226,Building HTML5 Canvas projects from scratch,https://www.udemy.com/building-html5-canvas-projects-from-scratch/,100,8968,35,25,Beginner Level,0.78,2,2016-03-03T20:36:35Z,Web Development,2016-03-03,Paid,Building HTML Canvas projects scratch,vid4
301,1039062,Webpack 2: The Complete Developer's Guide,https://www.udemy.com/webpack-2-the-complete-developers-guide/,75,8964,1893,56,Beginner Level,0.58,5.5,2017-01-03T20:09:17Z,Web Development,2017-01-03,Paid,Webpack  Complete Developers Guide,vid1
302,28556,Discover How to Draw and paint Comics,https://www.udemy.com/learn-to-draw-and-paint/,65,8901,424,85,Beginner Level,0.61,62,2012-11-21T22:03:54Z,Graphic Design,2012-11-21,Paid,Discover Draw paint Comics,vid2
303,200598,"LEARN HARMONICA, amaze your friends and have fun - it's easy",https://www.udemy.com/benhewlettharmonicatuitionultimate-harmonica-course/,200,8857,718,131,Beginner Level,0.43,15.5,2014-04-27T16:25:44Z,Musical Instruments,2014-04-27,Paid,LEARN HARMONICA amaze friends fun easy,vid3
304,380970,The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet,https://www.udemy.com/bitcoin-for-beginners/,45,8797,449,80,All Levels,0.81,6.5,2015-01-09T03:55:15Z,Business Finance,2015-01-09,Paid,Complete Bitcoin Course Get  Bitcoin Wallet,vid4
305,627782,Learn Illustrator By Recreating Top 3 Logos - Beginner Guide,https://www.udemy.com/learn-illustrator/,0,8786,245,11,All Levels,0.88,1,2015-10-04T19:36:34Z,Graphic Design,2015-10-04,Free,Learn Illustrator Recreating Top  Logos Beginner Guide,vid1
306,197836,Projects in HTML5,https://www.udemy.com/projects-in-html5/,60,8777,206,75,All Levels,0.79,15.5,2014-06-17T05:43:50Z,Web Development,2014-06-17,Paid,Projects HTML,vid2
307,599532,How to Set Up a Self-Hosted Wordpress Website in 30 Minutes,https://www.udemy.com/how-to-set-up-a-wordpress-website-custom-domain-in-30-mins/,0,8770,261,13,All Levels,0.62,0.5333333333,2015-09-20T23:05:59Z,Web Development,2015-09-20,Free,Set SelfHosted Wordpress Website  Minutes,vid3
308,1033944,Serverless Workflow Management with AWS Step Functions,https://www.udemy.com/aws-step-functions/,0,8768,173,8,All Levels,0.87,1,2016-12-09T03:39:22Z,Web Development,2016-12-09,Free,Serverless Workflow Management AWS Step Functions,vid4
309,82778,All about NodeJS,https://www.udemy.com/all-about-nodejs/,50,8755,931,133,All Levels,0.12,15.5,2014-12-19T20:46:50Z,Web Development,2014-12-19,Paid,NodeJS,vid1
310,629082,Discover HTML Essential guide to HTML how to create webpages,https://www.udemy.com/intro-to-html-beginners-guide-to-html-how-to-create-webpages/,85,8711,44,22,All Levels,0.04,1.5,2015-10-17T05:52:05Z,Web Development,2015-10-17,Paid,Discover HTML Essential guide HTML create webpages,vid2
311,944906,WordPress Plugins and Widgets,https://www.udemy.com/wordpress-plugins-and-widgets/,40,8711,29,12,All Levels,0.96,1,2016-09-09T18:15:07Z,Web Development,2016-09-09,Paid,WordPress Plugins Widgets,vid3
312,1158572,Learn Angular 4 from Scratch,https://www.udemy.com/learn-angular-from-scratch/,0,8693,522,11,All Levels,0.24,1.5,2017-05-02T02:38:43Z,Web Development,2017-05-02,Free,Learn Angular  Scratch,vid4
313,671552,React and Flux Web Development for Beginners,https://www.udemy.com/react-flux/,100,8691,836,63,All Levels,0.69,11,2015-12-15T20:30:28Z,Web Development,2015-12-15,Paid,React Flux Web Development Beginners,vid1
314,797038,Learn jQuery by Example Course,https://www.udemy.com/complete-jquery-course/,170,8625,94,73,All Levels,0.98,5,2016-04-23T07:47:40Z,Web Development,2016-04-23,Paid,Learn jQuery Example Course,vid2
315,856490,Interaction Design Specialist For Web Developers,https://www.udemy.com/interaction-design-specialist-for-web-developers/,95,8594,37,18,Beginner Level,0.77,2,2016-07-04T22:11:35Z,Web Development,2016-07-04,Paid,Interaction Design Specialist Web Developers,vid3
316,59535,HTML for Beginners,https://www.udemy.com/hmtl5-training/,0,8592,336,35,Beginner Level,0.8,2.5,2013-07-20T00:52:41Z,Web Development,2013-07-20,Free,HTML Beginners,vid4
317,570416,JSON Faster Sleeker & Easier Discover the benefits learn it,https://www.udemy.com/introduction-to-json-javascript-object-notation-tutorial/,200,8577,69,31,All Levels,0.22,1.5,2015-08-12T18:33:31Z,Web Development,2015-08-12,Paid,JSON Faster Sleeker Easier Discover benefits learn,vid1
318,965832,The Complete Investment Banking Course 2017,https://www.udemy.com/the-complete-investment-banking-course-2016/,195,8575,809,110,Intermediate Level,0.81,5.5,2016-10-10T16:16:26Z,Business Finance,2016-10-10,Paid,Complete Investment Banking Course ,vid2
319,758582,PHP with Laravel for beginners - Become a Master in Laravel,https://www.udemy.com/php-with-laravel-for-beginners-become-a-master-in-laravel/,150,8496,1838,308,All Levels,0.93,29.5,2016-04-21T19:57:39Z,Web Development,2016-04-21,Paid,PHP Laravel beginners Become Master Laravel,vid3
320,169144,How to easily Manage your WordPress Website,https://www.udemy.com/manage-wordpress-website/,20,8462,50,21,Beginner Level,0.68,2,2014-02-20T17:28:42Z,Web Development,2014-02-20,Paid,easily Manage WordPress Website,vid4
321,264790,How to Install WordPress From Scratch,https://www.udemy.com/install-wordpress/,0,8415,56,13,All Levels,0.66,1,2014-07-19T23:03:39Z,Web Development,2014-07-19,Free,Install WordPress Scratch,vid1
322,212624,Introduction to HTML,https://www.udemy.com/refactoru-intro-html/,0,8371,212,18,All Levels,0.78,1.5,2014-08-30T01:33:38Z,Web Development,2014-08-30,Free,Introduction HTML,vid2
323,311538,Foundations of Front-End Web Development,https://www.udemy.com/foundations-of-front-end-development/,0,8337,300,129,All Levels,0.53,20.5,2014-12-12T21:47:15Z,Web Development,2014-12-12,Free,Foundations FrontEnd Web Development,vid3
324,639848,PHP Graphic Techniques: CAPTCHA/ Create a verification code,https://www.udemy.com/php-graphic-techniques-captcha-watermark-crop-thumbnail/,20,8320,73,11,All Levels,0.3,0.7166666667,2015-10-14T18:16:51Z,Web Development,2015-10-14,Paid,PHP Graphic Techniques CAPTCHA Create verification code,vid4
325,358326,Dividend Investing: Build Your Portfolio for a Better Future,https://www.udemy.com/dividend-investing/,60,8314,83,47,Beginner Level,0.81,4,2015-01-24T06:31:19Z,Business Finance,2015-01-24,Paid,Dividend Investing Build Portfolio Better Future,vid1
326,101496,How To Play Blues Guitar - Broonzy & McGhee Blues Lessons,https://www.udemy.com/swing-acoustic-blues-guitar-lessons/,0,8240,31,6,All Levels,0.52,1.5,2013-11-23T12:27:56Z,Musical Instruments,2013-11-23,Free,Play Blues Guitar Broonzy McGhee Blues Lessons,vid2
327,614472,The Advanced Forex Course for Smart Traders,https://www.udemy.com/advanced-forex-course/,0,8236,144,25,All Levels,0.81,5,2015-10-09T16:46:49Z,Business Finance,2015-10-09,Free,Advanced Forex Course Smart Traders,vid3
328,641868,The Docker for DevOps course: From development to production,https://www.udemy.com/the-docker-for-devops-course-from-development-to-production/,25,8234,1111,110,All Levels,0.78,7.5,2015-11-13T17:30:34Z,Web Development,2015-11-13,Paid,Docker DevOps course development production,vid4
329,99324,Acoustic Blues Guitar Lessons,https://www.udemy.com/finger-picking-blues-guitar/,0,8217,109,10,Beginner Level,0.3,1,2013-09-30T20:45:20Z,Musical Instruments,2013-09-30,Free,Acoustic Blues Guitar Lessons,vid1
330,416548,Logo Design Masterclass: Learn Logo Design + Illustrator,https://www.udemy.com/become-a-professional-logo-designer/,200,8196,479,85,All Levels,0.48,6.5,2015-08-18T18:56:04Z,Graphic Design,2015-08-18,Paid,Logo Design Masterclass Learn Logo Design Illustrator,vid2
331,985922,Excel Crash Course: Master Excel for Financial Analysis,https://www.udemy.com/excel-crash-course-master-excel-for-financial-analysis/,105,8121,689,40,Beginner Level,0.29,3.5,2016-10-18T00:51:59Z,Business Finance,2016-10-18,Paid,Excel Crash Course Master Excel Financial Analysis,vid3
332,1132342,Ultimate Beginner Guitar Masterclass,https://www.udemy.com/beginner-guitar-masterclass/,200,8113,79,124,All Levels,0.18,11.5,2017-05-15T23:04:11Z,Musical Instruments,2017-05-15,Paid,Ultimate Beginner Guitar Masterclass,vid4
333,58977,Financial Statements Made Easy,https://www.udemy.com/intro-to-financial-statements-for-entrepreneurs/,95,8095,249,12,All Levels,0.18,0.5833333333,2013-06-09T00:21:26Z,Business Finance,2013-06-09,Paid,Financial Statements Made Easy,vid1
334,674646,PHP Essential How to create build Amazing websites with PHP,https://www.udemy.com/php-essential-how-to-create-build-amazing-websites-with-php/,75,8067,30,44,All Levels,0.24,3.5,2015-11-26T04:12:48Z,Web Development,2015-11-26,Paid,PHP Essential create build Amazing websites PHP,vid2
335,906700,Sass: From Beginner to Advanced,https://www.udemy.com/sass-from-beginner-to-advanced/,40,8059,231,39,All Levels,0.05,2,2016-07-21T15:43:34Z,Web Development,2016-07-21,Paid,Sass Beginner Advanced,vid3
336,258232,Algorithmic Trading In Forex: Create Your First Forex Robot!,https://www.udemy.com/learn-mql4/,185,7941,713,40,Expert Level,0.22,6.5,2014-08-11T08:01:14Z,Business Finance,2014-08-11,Paid,Algorithmic Trading Forex Create First Forex Robot,vid4
337,1090870,Complete WooCommerce Plugin Tutorial For Wordpress 2017,https://www.udemy.com/complete-woocommerce-plugin-tutorial-for-wordpress-2017/,0,7922,183,16,Beginner Level,0.69,1.5,2017-01-27T16:47:14Z,Web Development,2017-01-27,Free,Complete WooCommerce Plugin Tutorial Wordpress ,vid1
338,866696,REST WCF Service in ASP.NET,https://www.udemy.com/rest-wcf-service-in-aspnet/,0,7905,561,5,All Levels,0.66,0.6833333333,2016-06-08T17:28:16Z,Web Development,2016-06-08,Free,REST WCF Service ASPNET,vid2
339,747552,Build a website HTML5 CSS3 Beginner Course,https://www.udemy.com/how-to-build-a-website-html5-css3-beginner-course/,150,7884,44,28,Beginner Level,0.53,2,2016-02-02T03:54:47Z,Web Development,2016-02-02,Paid,Build website HTML CSS Beginner Course,vid3
340,434774,Options Trading Stocks: Proven Toolbox For Financial Success,https://www.udemy.com/trading-stock-options-ii-simplified-strategies-for-success/,195,7884,118,68,All Levels,0.18,10,2015-05-19T23:25:41Z,Business Finance,2015-05-19,Paid,Options Trading Stocks Proven Toolbox Financial Success,vid4
341,16151,AJAX Development,https://www.udemy.com/ajax-development/,20,7867,147,23,Beginner Level,0.95,3,2012-05-15T18:03:43Z,Web Development,2012-05-15,Paid,AJAX Development,vid1
342,1166070,Complete Bootstrap 4 course - build 3 projects,https://www.udemy.com/bootstrap-4-tutorials/,0,7865,241,36,All Levels,0.76,5,2017-04-07T17:26:02Z,Web Development,2017-04-07,Free,Complete Bootstrap  course build  projects,vid2
343,425910,How to Optimise Your WordPress Website's Speed & Security to Improve SEO & User Experience,https://www.udemy.com/how-to-make-your-wordpress-site-blazing-fast/,125,7852,46,31,Expert Level,0.78,3.5,2015-03-02T19:03:21Z,Web Development,2015-03-02,Paid,Optimise WordPress Websites Speed Security Improve SEO User Experience,vid3
344,938560,The Complete Ethical Hacking Course 2.0: Python & Kali Linux,https://www.udemy.com/penetration-testing-ethical-hacking-course-python-kali-linux/,195,7827,268,66,All Levels,0.76,11,2016-09-26T15:08:29Z,Web Development,2016-09-26,Paid,Complete Ethical Hacking Course  Python Kali Linux,vid4
